,centries,titles,authors,scores,votes,website,average rating,times rated
197,21st,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4966,59,https://www.goodreads.com/book/show/6527740-last-sacrifice,4.37,274065.0
198,21st,"Allegiant (Divergent, #3)",Veronica Roth,4962,63,https://www.goodreads.com/book/show/18710190-allegiant,3.61,944311.0
199,21st,"Possession of My Soul (The Three Immortal Blades, #1)",Kia Carrington-Russell,4885,49,https://www.goodreads.com/book/show/21878763-possession-of-my-soul,3.51,2998.0
200,21st,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,4879,57,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,3.79,220215.0
201,21st,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4856,60,https://www.goodreads.com/book/show/7896527-throne-of-glass,4.19,840749.0
202,21st,Dear John,Nicholas Sparks,4805,56,https://www.goodreads.com/book/show/5526.Dear_John,4.04,572480.0
203,21st,Paper Towns,John Green,4803,58,https://www.goodreads.com/book/show/6442769-paper-towns,3.74,1150745.0
204,21st,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4801,61,https://www.goodreads.com/book/show/36381037-cinder,4.13,811675.0
205,21st,Under the Dome,Stephen King,4760,55,https://www.goodreads.com/book/show/6320534-under-the-dome,3.91,278969.0
206,21st,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4749,58,https://www.goodreads.com/book/show/18335634-clockwork-princess,4.56,401858.0
208,21st,The Hour I First Believed,Wally Lamb,4685,56,https://www.goodreads.com/book/show/3086160-the-hour-i-first-believed,3.81,60921.0
209,21st,The Crimson Petal and the White,Michel Faber,4670,53,https://www.goodreads.com/book/show/40200.The_Crimson_Petal_and_the_White,3.87,42462.0
210,21st,The Lacuna,Barbara Kingsolver,4627,57,https://www.goodreads.com/book/show/6433752-the-lacuna,3.78,66634.0
211,21st,Americanah,Chimamanda Ngozi Adichie,4585,53,https://www.goodreads.com/book/show/15796700-americanah,4.31,325069.0
212,21st,The Little Friend,Donna Tartt,4570,52,https://www.goodreads.com/book/show/775346.The_Little_Friend,3.47,58805.0
213,21st,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4534,61,https://www.goodreads.com/book/show/8755776-city-of-lost-souls,4.23,485376.0
214,21st,The Sense of an Ending,Julian Barnes,4534,54,https://www.goodreads.com/book/show/10746542-the-sense-of-an-ending,3.73,165402.0
215,21st,Then We Came to the End,Joshua Ferris,4520,49,https://www.goodreads.com/book/show/97782.Then_We_Came_to_the_End,3.46,35016.0
216,21st,"Moloka'i (Moloka'i, #1)",Alan Brennert,4508,51,https://www.goodreads.com/book/show/3273.Moloka_i,4.17,120450.0
217,21st,"Fallen (Fallen, #1)",Lauren Kate,4467,55,https://www.goodreads.com/book/show/6487308-fallen,3.72,547712.0
218,21st,Assassination Vacation,Sarah Vowell,4394,48,https://www.goodreads.com/book/show/3110.Assassination_Vacation,3.92,46789.0
219,21st,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4314,51,https://www.goodreads.com/book/show/2800905-the-summoning,4.01,167791.0
220,21st,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4311,50,https://www.goodreads.com/book/show/43015.A_Long_Way_Gone,4.14,178862.0
221,21st,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,4271,57,https://www.goodreads.com/book/show/6068551-shiver,3.76,462687.0
222,21st,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,4228,56,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,3.82,666762.0
223,21st,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,4158,49,https://www.goodreads.com/book/show/13507212-bring-up-the-bodies,4.25,88170.0
224,21st,Still Alice,Lisa Genova,4124,51,https://www.goodreads.com/book/show/2153405.Still_Alice,4.31,320138.0
225,21st,The Gargoyle,Andrew Davidson,4076,45,https://www.goodreads.com/book/show/2595138-the-gargoyle,3.95,47913.0
226,21st,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4072,53,https://www.goodreads.com/book/show/366522.P_S_I_Love_You,4.02,362503.0
227,21st,Deception Point,Dan Brown,4052,50,https://www.goodreads.com/book/show/976.Deception_Point,3.74,634816.0
228,21st,"In the Woods (Dublin Murder Squad, #1)",Tana French,4031,47,https://www.goodreads.com/book/show/237209.In_the_Woods,3.78,357680.0
229,21st,The Song of Achilles,Madeline Miller,4015,44,https://www.goodreads.com/book/show/13623848-the-song-of-achilles,4.4,804546.0
230,21st,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3983,49,https://www.goodreads.com/book/show/7747374-i-am-number-four,3.93,331135.0
231,21st,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,3969,47,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,3.45,373865.0
232,21st,Vernon God Little,D.B.C. Pierre,3968,45,https://www.goodreads.com/book/show/11711.Vernon_God_Little,3.59,31915.0
233,21st,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,3952,49,https://www.goodreads.com/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared,3.82,247216.0
234,21st,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,3933,44,https://www.goodreads.com/book/show/3257136-dewey,3.84,59364.0
235,21st,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,3887,48,https://www.goodreads.com/book/show/140077.Dead_to_the_World,4.12,253591.0
236,21st,March,Geraldine Brooks,3866,46,https://www.goodreads.com/book/show/13529.March,3.75,61518.0
237,21st,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3816,51,https://www.goodreads.com/book/show/6304335-beautiful-creatures,3.76,575251.0
238,21st,City of Thieves,David Benioff,3791,44,https://www.goodreads.com/book/show/1971304.City_of_Thieves,4.27,134809.0
239,21st,Out Stealing Horses,Per Petterson,3774,43,https://www.goodreads.com/book/show/398323.Out_Stealing_Horses,3.79,33657.0
240,21st,I Am America,Stephen Colbert,3758,43,https://www.goodreads.com/book/show/611298.I_Am_America,3.89,82125.0
241,21st,1776,David McCullough,3706,46,https://www.goodreads.com/book/show/1067.1776,4.07,212373.0
242,21st,"Shanghai Girls (Shanghai Girls, #1)",Lisa See,3668,43,https://www.goodreads.com/book/show/5960325-shanghai-girls,3.9,149065.0
243,21st,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,3666,43,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,4.24,193737.0
244,21st,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,3662,40,https://www.goodreads.com/book/show/7235533-the-way-of-kings,4.64,381307.0
245,21st,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3614,45,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,3.99,349233.0
246,21st,Eleanor & Park,Rainbow Rowell,3593,48,https://www.goodreads.com/book/show/15745753-eleanor-park,3.98,1036480.0
247,21st,A Little Life,Hanya Yanagihara,3545,40,https://www.goodreads.com/book/show/22822858-a-little-life,4.33,350954.0
248,21st,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,3544,47,https://www.goodreads.com/book/show/9520360-the-son-of-neptune,4.42,495308.0
250,21st,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3486,39,https://www.goodreads.com/book/show/475.Collapse,3.92,68304.0
251,21st,Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,3482,35,https://www.goodreads.com/book/show/16243767-crossing-the-seas,3.5,2920.0
252,21st,In Defense of Food: An Eater's Manifesto,Michael Pollan,3434,40,https://www.goodreads.com/book/show/315425.In_Defense_of_Food,4.06,111449.0
253,21st,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,3386,45,https://www.goodreads.com/book/show/12127750-the-mark-of-athena,4.46,515115.0
254,21st,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,3384,40,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,4.43,160930.0
255,21st,Loving Frank,Nancy Horan,3374,41,https://www.goodreads.com/book/show/898885.Loving_Frank,3.76,96162.0
256,21st,Austerlitz,W.G. Sebald,3362,35,https://www.goodreads.com/book/show/88442.Austerlitz,3.96,19712.0
257,21st,Choke,Chuck Palahniuk,3347,40,https://www.goodreads.com/book/show/29059.Choke,3.7,199576.0
258,21st,Before I Fall,Lauren Oliver,3341,40,https://www.goodreads.com/book/show/6482837-before-i-fall,3.89,322472.0
259,21st,The Birth of Venus,Sarah Dunant,3327,41,https://www.goodreads.com/book/show/28078.The_Birth_of_Venus,3.8,97170.0
260,21st,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3297,42,https://www.goodreads.com/book/show/11857408-fifty-shades-darker,3.83,823240.0
261,21st,"Dreams of the Ringed Vale (Luthiel's Song, #1)",Robert Fanney,3278,34,https://www.goodreads.com/book/show/526764.Dreams_of_the_Ringed_Vale,3.6,3687.0
262,21st,The Book of Lost Things,John Connolly,3271,40,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things,3.94,75901.0
263,21st,Fangirl,Rainbow Rowell,3236,41,https://www.goodreads.com/book/show/16068905-fangirl,3.99,681871.0
264,21st,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,3190,38,https://www.goodreads.com/book/show/32075671-the-hate-u-give,4.5,719421.0
265,21st,"A Dirty Job (Grim Reaper, #1)",Christopher Moore,3187,34,https://www.goodreads.com/book/show/33456.A_Dirty_Job,4.03,115342.0
266,21st,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,3159,39,https://www.goodreads.com/book/show/8520610-quiet,4.07,381824.0
267,21st,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,3109,34,https://www.goodreads.com/book/show/104189.Same_Kind_of_Different_as_Me,4.17,88464.0
268,21st,"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,3094,36,https://www.goodreads.com/book/show/5196764-the-angel-s-game,3.96,140885.0
270,21st,The Book of Negroes,Lawrence Hill,3076,36,https://www.goodreads.com/book/show/23316548-the-book-of-negroes,4.44,82116.0
271,21st,"Life After Life (Todd Family, #1)",Kate Atkinson,3067,35,https://www.goodreads.com/book/show/15790842-life-after-life,3.77,214393.0
272,21st,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,2992,34,https://www.goodreads.com/book/show/47989.Night_Watch,4.47,104220.0
273,21st,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,2928,33,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,3.97,181748.0
274,21st,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,2922,40,https://www.goodreads.com/book/show/7090447-the-red-pyramid,4.09,362004.0
275,21st,And the Mountains Echoed,Khaled Hosseini,2907,36,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,4.06,337902.0
276,21st,Blankets,Craig Thompson,2903,32,https://www.goodreads.com/book/show/25179.Blankets,4.05,107702.0
277,21st,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2901,36,https://www.goodreads.com/book/show/42899.Dark_Lover,4.16,318013.0
278,21st,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,2874,35,https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,4.08,249251.0
279,21st,On Chesil Beach,Ian McEwan,2797,36,https://www.goodreads.com/book/show/815309.On_Chesil_Beach,3.59,85891.0
280,21st,"Bitten (Otherworld, #1)",Kelley Armstrong,2770,32,https://www.goodreads.com/book/show/11918.Bitten,4.02,99311.0
281,21st,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,2766,29,https://www.goodreads.com/book/show/17780.In_the_Heart_of_the_Sea,4.13,98784.0
282,21st,Consider the Lobster and Other Essays,David Foster Wallace,2760,33,https://www.goodreads.com/book/show/6751.Consider_the_Lobster_and_Other_Essays,4.17,46966.0
283,21st,Just Kids,Patti Smith,2756,32,https://www.goodreads.com/book/show/341879.Just_Kids,4.17,220537.0
284,21st,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,2752,30,https://www.goodreads.com/book/show/29501.The_End_of_Faith,3.87,40943.0
285,21st,The Orphan Master's Son,Adam Johnson,2721,32,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,4.05,96769.0
286,21st,A Man Called Ove,Fredrik Backman,2721,34,https://www.goodreads.com/book/show/18774964-a-man-called-ove,4.36,758957.0
287,21st,Cell,Stephen King,2708,33,https://www.goodreads.com/book/show/10567.Cell,3.66,208593.0
288,21st,"Blood & Spirits (The Coming Storm, #1)",Dennis Sharpe,2684,27,https://www.goodreads.com/book/show/11187932-blood-spirits,3.54,3017.0
289,21st,A Gentleman in Moscow,Amor Towles,2681,32,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,4.34,417007.0
290,21st,The Last Song,Nicholas Sparks,2677,35,https://www.goodreads.com/book/show/6400090-the-last-song,4.15,532276.0
291,21st,"The Selection (The Selection, #1)",Kiera Cass,2673,34,https://www.goodreads.com/book/show/10507293-the-selection,4.1,1242750.0
292,21st,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,2672,35,https://www.goodreads.com/book/show/2248573.Brisingr,4.06,336296.0
293,21st,Anathem,Neal Stephenson,2663,28,https://www.goodreads.com/book/show/2845024-anathem,4.16,68344.0
294,21st,"Dissolution (Matthew Shardlake, #1)",C.J. Sansom,2659,30,https://www.goodreads.com/book/show/138685.Dissolution,4.04,50724.0
295,21st,Station Eleven,Emily St. John Mandel,2654,32,https://www.goodreads.com/book/show/20170404-station-eleven,4.06,406680.0
296,21st,Tell No One,Harlan Coben,2645,31,https://www.goodreads.com/book/show/43933.Tell_No_One,4.08,139861.0
297,21st,Lips of a Mastodon,Ted Bernal Guevara,2600,26,https://www.goodreads.com/book/show/26004546-lips-of-a-mastodon,3.53,4152.0
298,21st,"The Past (VanWest, #1)",Kenneth Thomas,2589,26,https://www.goodreads.com/book/show/53450218-the-past,3.77,685.0
299,21st,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,2563,30,https://www.goodreads.com/book/show/13747.Julie_and_Julia,3.71,158085.0
300,21st,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,2554,32,https://www.goodreads.com/book/show/16181775-the-rosie-project,4.02,507760.0
301,21st,The Casual Vacancy,J.K. Rowling,2546,32,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,3.3,319140.0
302,21st,The Sisters Brothers,Patrick deWitt,2534,30,https://www.goodreads.com/book/show/9850443-the-sisters-brothers,3.84,93113.0
303,21st,Dreamcatcher,Stephen King,2515,31,https://www.goodreads.com/book/show/11570.Dreamcatcher,3.64,163601.0
304,21st,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,2500,25,https://www.goodreads.com/book/show/7673244-carnal,3.49,2874.0
305,21st,"Possession of My Heart (The Three Immortal Blades, #2)",Kia Carrington-Russell,2494,25,https://www.goodreads.com/book/show/23291161-possession-of-my-heart,3.54,2886.0
306,21st,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2490,31,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,3.96,245441.0
307,21st,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,2486,30,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,3.92,164129.0
308,21st,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,2484,32,https://www.goodreads.com/book/show/17851885-i-am-malala,4.14,507444.0
309,21st,Houdini Heart,Ki Longfellow,2480,26,https://www.goodreads.com/book/show/11324204-houdini-heart,3.78,6539.0
310,21st,Fantastic Beasts and Where to Find Them,Newt Scamander,2476,36,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,3.97,375316.0
311,21st,"Legend (Legend, #1)",Marie Lu,2468,30,https://www.goodreads.com/book/show/9275658-legend,4.16,478443.0
312,21st,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,2457,30,https://www.goodreads.com/book/show/9742.The_Audacity_of_Hope,3.8,158449.0
313,21st,Rooftops of Tehran,Mahbod Seraji,2441,26,https://www.goodreads.com/book/show/6001011-rooftops-of-tehran,3.9,10563.0
314,21st,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,2436,32,https://www.goodreads.com/book/show/140082.Club_Dead,4.01,230027.0
315,21st,Suzanne's Diary for Nicholas,James Patterson,2432,28,https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas,4.16,145447.0
316,21st,Change of Heart,Jodi Picoult,2426,29,https://www.goodreads.com/book/show/1609451.Change_of_Heart,3.93,112555.0
317,21st,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,2425,30,https://www.goodreads.com/book/show/71811.Moon_Called,4.14,193666.0
318,21st,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,2386,27,https://www.goodreads.com/book/show/7315573-fall-of-giants,4.29,299935.0
319,21st,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,2383,29,https://www.goodreads.com/book/show/2832909-an-echo-in-the-bone,4.43,136907.0
320,21st,The Tiger's Wife,Téa Obreht,2369,31,https://www.goodreads.com/book/show/8366402-the-tiger-s-wife,3.41,97505.0
321,21st,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2367,28,https://www.goodreads.com/book/show/12262741-wild,4.03,703974.0
322,21st,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,2351,28,https://www.goodreads.com/book/show/1301.Moneyball,4.25,117346.0
323,21st,Fragile Things: Short Fictions and Wonders,Neil Gaiman,2339,27,https://www.goodreads.com/book/show/16788.Fragile_Things,3.95,68069.0
324,21st,"Inferno (Robert Langdon, #4)",Dan Brown,2333,30,https://www.goodreads.com/book/show/17212231-inferno,3.87,514253.0
325,21st,Outliers: The Story of Success,Malcolm Gladwell,2323,28,https://www.goodreads.com/book/show/3228917-outliers,4.18,678064.0
326,21st,"Poison Study (Study, #1)",Maria V. Snyder,2315,30,https://www.goodreads.com/book/show/60510.Poison_Study,4.09,158482.0
327,21st,Dark Places,Gillian Flynn,2280,28,https://www.goodreads.com/book/show/5886881-dark-places,3.94,660490.0
328,21st,Against the Day,Thomas Pynchon,2265,26,https://www.goodreads.com/book/show/409.Against_the_Day,3.95,9848.0
329,21st,The Kitchen House,Kathleen Grissom,2254,30,https://www.goodreads.com/book/show/6837103-the-kitchen-house,4.19,253148.0
330,21st,Matterhorn,Karl Marlantes,2253,26,https://www.goodreads.com/book/show/6411016-matterhorn,4.22,41316.0
331,21st,"Pretties (Uglies, #2)",Scott Westerfeld,2241,29,https://www.goodreads.com/book/show/24768.Pretties,3.84,248331.0
